C00002399 | Abrotanella spp.
C00033576 | Anthemis austriaca
C00033593 | Anthemis carpatica
C00033594 | Anthemis carpatica
C00033595 | Anthemis carpatica
C00033596 | Anthemis carpatica
C00033600 | Anthemis carpatica
C00033600 | Anthemis cretica subsp.cretica
C00033601 | Anthemis cretica subsp.cretica
C00033602 | Anthemis carpatica
C00033603 | Anthemis carpatica
C00033603 | Anthemis cretica subsp.cretica
C00033604 | Anthemis carpatica
C00033605 | Anthemis carpatica
C00033606 | Anthemis carpatica
C00033606 | Anthemis cretica subsp.cretica
C00033606 | Anthemis plutonia
C00033607 | Anthemis carpatica
C00033607 | Anthemis cretica subsp.cretica
C00033607 | Anthemis plutonia
C00033609 | Anthemis carpatica
C00033633 | Anthemis altissima
C00033644 | Anthemis auriculata
C00033644 | Anthemis cotula
C00033645 | Anthemis carpatica
C00033646 | Anthemis carpatica
C00033646 | Anthemis cretica subsp.cretica
C00033647 | Anthemis carpatica
C00033648 | Anthemis carpatica
C00033648 | Anthemis cretica subsp.cretica
C00033649 | Anthemis carpatica
C00033650 | Anthemis carpatica
C00033757 | Anthemis macedonica
C00033757 | Anthemis punctata subsp. cupaniana
C00033814 | Anthemis auriculata
C00033815 | Anthemis auriculata
C00033816 | Anthemis auriculata
C00033817 | Anthemis auriculata
C00033818 | Anthemis auriculata
C00033835 | Anthemis melampodina
C00033836 | Anthemis melampodina
C00033933 | Anthemis aetnensis
C00033933 | Anthemis hydruntina
C00033934 | Anthemis hydruntina
C00033935 | Anthemis aetnensis
C00033935 | Anthemis cretica subsp.cretica
C00033935 | Anthemis hydruntina
C00033960 | Anthemis stribrnyi subsp. tracica
C00034258 | Anthemis altissima
C00034340 | Anthemis austriaca
C00040851 | Anthemis carpatica
C00041307 | Anthemis auriculata
C00041595 | Anthemis auriculata
C00003835 | Anvillea garcinii
C00005315 | Anvillea garcinii
C00005325 | Anvillea garcinii
C00005334 | Anvillea garcinii
C00005620 | Anvillea garcinii
C00012106 | Anvillea garcinii
C00046844 | Anvillea garcinii
C00020915 | Apalochlamys spectabilis
C00020925 | Apalochlamys spectabilis
C00019767 | Aphyllocladus denticulatus
C00019791 | Aphyllocladus denticulatus
C00019792 | Aphyllocladus denticulatus
C00019826 | Aphyllocladus denticulatus
C00019827 | Aphyllocladus denticulatus
C00019861 | Aphyllocladus denticulatus
C00019895 | Aphyllocladus denticulatus
C00019923 | Aphyllocladus denticulatus
C00019924 | Aphyllocladus denticulatus
C00019935 | Aphyllocladus denticulatus
C00019973 | Aphyllocladus denticulatus
C00022604 | Aphyllocladus denticulatus
C00000587 | Arctium lappa
C00000603 | Arctium lappa
C00000604 | Arctium lappa
C00000605 | Arctium lappa
C00000606 | Arctium lappa
C00000606 | Arctium tomentosum
C00000609 | Arctium lappa
C00000609 | Arctium leiospermum
C00000609 | Arctium minus
C00000609 | Arctium tomentosum
C00000636 | Arctium lappa
C00000646 | Arctium lappa
C00000687 | Arctium lappa
C00000688 | Arctium lappa
C00001189 | Arctium lappa
C00002724 | Arctium lappa
C00003215 | Arctium lappa
C00003215 | Arctium minus
C00003215 | Arctium nemorosum
C00003215 | Arctium tomentosum
C00003341 | Arctium lappa
C00003341 | Arctium minus
C00007535 | Arctium lappa
C00012785 | Arctium lappa
C00017004 | Arctium lappa L.
C00030123 | Arctium lappa
C00030534 | Arctium lappa
C00030637 | Arctium lappa
C00030638 | Arctium lappa
C00050473 | Arctium lappa
C00050868 | Arctium lappa
C00051203 | Arctium lappa
C00051204 | Arctium lappa
C00011375 | Arctotheca calendula
C00011376 | Arctotheca calendula
C00013077 | Arctotheca calendula
C00003216 | Arctotis grandis
C00003345 | Arctotis spp.
C00003892 | Arctotis venusta
C00011377 | Arctotis auriculata
C00011389 | Arctotis arctotoides
C00011390 | Arctotis arctotoides
C00011391 | Arctotis arctotoides
C00011393 | Arctotis venusta
C00011396 | Arctotis aspera
C00012206 | Arctotis revoluta
C00012387 | Arctotis aspera
C00012844 | Arctotis arctotoides
C00013022 | Arctotis grandis
C00020722 | Arctotis auriculata
C00020888 | Arctotis arctotoides
C00020889 | Arctotis arctotoides
C00020890 | Arctotis arctotoides
C00020996 | Arctotis auriculata
C00020997 | Arctotis auriculata
C00020998 | Arctotis auriculata
C00003852 | Argyroxiphium sandwicense
C00023256 | Aristeguietia buddleaefolia
C00023257 | Aristeguietia buddleaefolia
C00023258 | Aristeguietia buddleaefolia
C00001036 | Arnica spp.
C00001050 | Arnica montana cv.ARBO
C00002427 | Arnica sachalinensis
C00002724 | Arnica montana cv.ARBO
C00003217 | Arnica montana
C00003298 | Arnica longifolia
C00003298 | Arnica montana cv.ARBO
C00003352 | Arnica montana cv.ARBO
C00003865 | Arnica longifolia
C00003870 | Arnica spp.
C00003888 | Arnica viscosa
C00003891 | Arnica longifolia
C00003894 | Arnica longifolia
C00004503 | Arnica chamissonis
C00004516 | Arnica chamissonis
C00004600 | Arnica spp.
C00004635 | Arnica spp.
C00004644 | Arnica chamissonis
C00004680 | Arnica spp.
C00004689 | Arnica spp.
C00004690 | Arnica chamissonis
C00004690 | Arnica montana
C00004697 | Arnica longifolia
C00004699 | Arnica chamissonis
C00005138 | Arnica montana cv.ARBO
C00005141 | Arnica montana cv.ARBO
C00005316 | Arnica amplexicaulis
C00005316 | Arnica mollis
C00005317 | Arnica sachalinensis
C00005318 | Arnica montana
C00005330 | Arnica montana
C00005373 | Arnica montana cv.ARBO
C00005376 | Arnica chamissonis
C00005525 | Arnica chamissonis
C00005527 | Arnica spp.
C00005639 | Arnica amplexicaulis
C00005639 | Arnica mollis
C00005639 | Arnica montana cv.ARBO
C00005641 | Arnica spp.
C00005648 | Arnica montana
C00005666 | Arnica chamissonis
C00005666 | Arnica mollis
C00005666 | Arnica montana
C00005666 | Arnica sachalinensis
C00005680 | Arnica montana
C00005843 | Arnica chamissonis
C00005935 | Arnica chamissonis
C00005955 | Arnica spp.
C00006021 | Arnica chamissonis
C00006021 | Arnica mollis
C00007190 | Arnica mollis
C00010863 | Arnica montana
C00010866 | Arnica montana
C00020346 | Arnica foliosa
C00020346 | Arnica longifolia
C00021069 | Arnica chamissonis
C00021127 | Arnica montana
C00021128 | Arnica montana
C00021129 | Arnica montana
C00021171 | Arnica chamissonis
C00021174 | Arnica foliosa
C00021174 | Arnica montana
C00021832 | Arnica parryi
C00029481 | Arnica montana cv.ARBO
C00034768 | Arnica montana cv.ARBO
C00034862 | Arnica montana cv.ARBO
C00000010 | Artemisia minor
C00000135 | Artemisia californica
C00000136 | Artemisia annua
C00000136 | Artemisia californica
C00000136 | Artemisia cana ssp.viscidula
C00000136 | Artemisia maritima var. stechmannia
C00000149 | Artemisia annua L.cultivar Jwarharti
C00000149 | Artemisia dracunculus
C00000149 | Artemisia monosperma
C00000149 | Artemisia scoparia
C00000149 | Artemisia vulgaris
C00000155 | Artemisia annua
C00000156 | Artemisia annua
C00000157 | Artemisia rutifolia
C00000165 | Artemisia annua L.cultivar Jwarharti
C00000172 | Artemisia absinthium
C00000172 | Artemisia caruifolia
C00000172 | Artemisia sieversiana
C00000173 | Artemisia absinthium
C00000173 | Artemisia sieversiana
C00000206 | Artemisia annua
C00000206 | Artemisia scoparia
C00000219 | Artemisia absinthium
C00000219 | Artemisia tridentata
C00000238 | Artemisia ashurbajevii
C00000238 | Artemisia cana
C00000238 | Artemisia klotzchiana
C00000238 | Artemisia mexicana
C00000239 | Artemisia ashurbajevii
C00000239 | Artemisia cana
C00000327 | Artemisia capillaris
C00000328 | Artemisia capillaris
C00000328 | Artemisia dracunculus
C00000328 | Artemisia scoparia.
C00000329 | Artemisia capillaris
C00000329 | Artemisia dracunculus
C00000330 | Artemisia capillaris
C00000330 | Artemisia dracunculus
C00000356 | Artemisia annua
C00000358 | Artemisia annua
C00000555 | Artemisia scoparia
C00000601 | Artemisia arborescens
C00000601 | Artemisia argentea
C00000601 | Artemisia capillaris
C00000601 | Artemisia caruifolia
C00000615 | Artemisia capillaris
C00000615 | Artemisia minor
C00000619 | Artemisia annua
C00000619 | Artemisia capillaris
C00000619 | Artemisia klotzschiana
C00000619 | Artemisia scoparia
C00000620 | Artemisia scoparia
C00000627 | Artemisia minor
C00000642 | Artemisia absinthium
C00000642 | Artemisia arborescens
C00000642 | Artemisia argentea
C00000643 | Artemisia argentea
C00000674 | Artemisia annua
C00000674 | Artemisia minor
C00000804 | Artemisia absinthium
C00000805 | Artemisia annua
C00000805 | Artemisia capillaris
C00000805 | Artemisia scoparia
C00000810 | Artemisia spp.
C00000816 | Artemisia annua L.cultivar Jwarharti
C00000816 | Artemisia capillaris
C00000816 | Artemisia scoparia
C00000819 | Artemisia annua
C00000819 | Artemisia sativum
C00000821 | Artemisia annua
C00000829 | Artemisia annua
C00000831 | Artemisia annua
C00000831 | Artemisia kaschgarica
C00000836 | Artemisia vulgaris
C00000843 | Artemisia annua
C00000853 | Artemisia annua
C00000853 | Artemisia capillaris
C00000853 | Artemisia scoparia
C00000856 | Artemisia minor
C00000861 | Artemisia annua
C00000969 | Artemisia campestris
C00000973 | Artemisia campestris
C00000982 | Artemisia campestris ssp.maritima
C00000982 | Artemisia glutinosa
C00000982 | Artemisia spp.
C00000999 | Artemisia campestris
C00001016 | Artemisia afra
C00001016 | Artemisia diffusa
C00001036 | Artemisia caerulescens
C00001036 | Artemisia iwayomogi
C00001036 | Artemisia molinieri
C00001043 | Artemisia capillaris
C00001050 | Artemisia vestita
C00001096 | Artemisia barrelieri
C00001105 | Artemisia mesatlantica
C00001198 | Artemisia scoparia
C00001228 | Artemisia capillaris
C00001232 | Artemisia capillaris
C00001238 | Artemisia capillaris
C00001279 | Artemisia campestris
C00001280 | Artemisia vulgaris
C00001313 | Artemisia annua
C00002420 | Artemisia capillaris
C00002458 | Artemisia spp.
C00002460 | Artemisia annua
C00002463 | Artemisia keiskeana
C00002476 | Artemisia silvatica
C00002476 | Artemisia tolonifera
C00002493 | Artemisia canariensis
C00002498 | Artemisia annua
C00002498 | Artemisia capillaris
C00002498 | Artemisia scoparia
C00002499 | Artemisia afra
C00002499 | Artemisia annua
C00002499 | Artemisia capillaris
C00002499 | Artemisia compacta
C00002499 | Artemisia ireyniana
C00002499 | Artemisia japonica
C00002499 | Artemisia minor
C00002499 | Artemisia scoparia
C00002500 | Artemisia annua
C00002500 | Artemisia minor
C00002500 | Artemisia spp.
C00002503 | Artemisia minor
C00002546 | Artemisia indica
C00002577 | Artemisia minor
C00002627 | Artemisia absinthium
C00002627 | Artemisia apiacea
C00002631 | Artemisia apiacea
C00002631 | Artemisia caruifolia
C00002664 | Artemisia capillaris
C00002683 | Artemisia capillaris
C00002710 | Artemisia brevifoli
C00002710 | Artemisia brevifolia
C00002713 | Artemisia porrecta
C00002724 | Artemisia scoparia.
C00002740 | Artemisia dracunculus
C00002751 | Artemisia spp.
C00002752 | Artemisia minor
C00002757 | Artemisia dracunculus
C00002759 | Artemisia apiacea
C00003032 | Artemisia annua
C00003039 | Artemisia annua
C00003040 | Artemisia annua
C00003040 | Artemisia capillaris
C00003040 | Artemisia scoparia.
C00003047 | Artemisia annua
C00003048 | Artemisia annua
C00003051 | Artemisia annua
C00003060 | Artemisia annua
C00003060 | Artemisia capillaris
C00003061 | Artemisia annua
C00003110 | Artemisia annua
C00003110 | Artemisia annua L.cultivar Jwarharti
C00003110 | Artemisia spp.
C00003112 | Artemisia annua L.cultivar Jwarharti
C00003114 | Artemisia absinthium
C00003114 | Artemisia spp.
C00003118 | Artemisia annua
C00003118 | Artemisia apiacea
C00003118 | Artemisia japonica
C00003130 | Artemisia annua L.cultivar Jwarharti
C00003131 | Artemisia annua L.cultivar Jwarharti
C00003147 | Artemisia annua L.cultivar Jwarharti
C00003186 | Artemisia annua
C00003205 | Artemisia spp.
C00003213 | Artemisia arbuscula
C00003213 | Artemisia tridentata
C00003215 | Artemisia minus
C00003219 | Artemisia douglasiana
C00003221 | Artemisia cina
C00003221 | Artemisia macrocephala
C00003221 | Artemisia maritima
C00003222 | Artemisia genipy
C00003222 | Artemisia mexicana
C00003222 | Artemisia verlatorum
C00003222 | Artemisia verlotiorum
C00003240 | Artemisia balchanorum
C00003240 | Artemisia genipy
C00003248 | Artemisia spp.
C00003296 | Artemisia ashurbajevii
C00003321 | Artemisia arborescens
C00003321 | Artemisia caruthii
C00003359 | Artemisia annua
C00003361 | Artemisia argyi
C00003361 | Artemisia cana
C00003361 | Artemisia gorgonum
C00003361 | Artemisia tridentata
C00003361 | Artemisia tripartita
C00003363 | Artemisia balchanorum
C00003363 | Artemisia genipy
C00003363 | Artemisia spp.
C00003364 | Artemisia spp.
C00003365 | Artemisia annua
C00003365 | Artemisia caerulescens
C00003365 | Artemisia cina
C00003365 | Artemisia compacta
C00003365 | Artemisia finita
C00003365 | Artemisia schrenkiana
C00003365 | Artemisia sublessingiana
C00003378 | Artemisia mexicana
C00003392 | Artemisia cana var. viscidula
C00003392 | Artemisia viscidula
C00003393 | Artemisia barrelieri
C00003393 | Artemisia judaica
C00003393 | Artemisia taurica
C00003393 | Artemisia vulgaris
C00003467 | Artemisia annua L.cultivar Jwarharti
C00003672 | Artemisia annua L.
C00003672 | Artemisia minor
C00003672 | Artemisia sieversiana
C00003672 | Artemisia vulgaris
C00003674 | Artemisia annua L.
C00003674 | Artemisia argyi
C00003674 | Artemisia sieversiana
C00003674 | Artemisia vulgaris
C00003737 | Artemisia vulgaris
C00003755 | Artemisia vulgaris
C00003794 | Artemisia campestris ssp. glutinosa
C00003817 | Artemisia minor
C00003817 | Artemisia vestita
C00003820 | Artemisia minor
C00003820 | Artemisia vestita
C00003837 | Artemisia annua
C00003837 | Artemisia capillaris
C00003837 | Artemisia scoparia.
C00003837 | Artemisia vestita
C00003838 | Artemisia capillaris
C00003838 | Artemisia vestita
C00003839 | Artemisia argyi
C00003839 | Artemisia aygyi
C00003840 | Artemisia anomala
C00003845 | Artemisia giraldii
C00003845 | Artemisia ludoviciana var. mexicana
C00003845 | Artemisia mongolica
C00003845 | Artemisia nitida
C00003845 | Artemisia oliveriana
C00003845 | Artemisia porrecta
C00003845 | Artemisia umbelliformis
C00003845 | Artemisia verlotiorum
C00003849 | Artemisia campestris
C00003865 | Artemisia barrelieri
C00003867 | Artemisia caerulescens
C00003867 | Artemisia iwayomogi
C00003867 | Artemisia oliveriana
C00003868 | Artemisia iwayomogi
C00003886 | Artemisia vestita
C00003890 | Artemisia vestita
C00003892 | Artemisia argyi
C00003895 | Artemisia argyi
C00003898 | Artemisia argyi
C00003898 | Artemisia austriaca
C00003898 | Artemisia giraldii
C00003898 | Artemisia mongolica
C00003898 | Artemisia sieversiana
C00003898 | Artemisia verlotiorum
C00003937 | Artemisia ludoviciana
C00003938 | Artemisia annua
C00003938 | Artemisia capillaris
C00003942 | Artemisia frigida
C00003942 | Artemisia hispanica
C00003942 | Artemisia ludoviciana
C00003943 | Artemisia hispanica
C00003944 | Artemisia assoana
C00003944 | Artemisia frigida
C00003944 | Artemisia vestita
C00003945 | Artemisia argyi
C00003945 | Artemisia frigida
C00003945 | Artemisia herba-alba
C00003945 | Artemisia hispanica
C00003945 | Artemisia ludoviciana
C00003946 | Artemisia mesatlantica
C00003948 | Artemisia anomala
C00003990 | Artemisia austriaca
C00004076 | Artemisia campestris subsp. Glutinosa
C00004266 | Artemisia annua
C00004338 | Artemisia judaica
C00004339 | Artemisia judaica
C00004473 | Artemisia hispanica
C00004565 | Artemisia annua
C00004567 | Artemisia annua
C00004567 | Artemisia campestris
C00004567 | Artemisia capillaris
C00004567 | Artemisia scoparia
C00004573 | Artemisia campestris
C00004573 | Artemisia rupestris
C00004588 | Artemisia klotzchiana
C00004588 | Artemisia spp.
C00004599 | Artemisia austriaca
C00004603 | Artemisia annua
C00004606 | Artemisia annua
C00004607 | Artemisia annua
C00004631 | Artemisia vestita
C00004634 | Artemisia annua
C00004634 | Artemisia campestris ssp. glutinosa
C00004634 | Artemisia glutinosa
C00004635 | Artemisia annua
C00004635 | Artemisia capillaris
C00004636 | Artemisia annua
C00004638 | Artemisia spp.
C00004642 | Artemisia campestris
C00004646 | Artemisia annua
C00004653 | Artemisia annua
C00004653 | Artemisia rupestris
C00004661 | Artemisia transiliensis
C00004671 | Artemisia ludoviciana
C00004680 | Artemisia annua
C00004680 | Artemisia barrelieri
C00004683 | Artemisia annua
C00004684 | Artemisia annua
C00004684 | Artemisia australis
C00004685 | Artemisia abrotanum
C00004685 | Artemisia annua
C00004687 | Artemisia abrotanum
C00004687 | Artemisia annua
C00004688 | Artemisia spp.
C00004692 | Artemisia annua
C00004692 | Artemisia australis
C00004692 | Artemisia mongolica
C00004694 | Artemisia abrotanum
C00004694 | Artemisia barrelieri
C00004698 | Artemisia annua
C00004704 | Artemisia annua
C00004704 | Artemisia mongolica
C00004704 | Artemisia sieversiana
C00004705 | Artemisia abrotanum
C00004705 | Artemisia annua
C00004705 | Artemisia scoparia.
C00004706 | Artemisia spp.
C00004709 | Artemisia annua
C00004709 | Artemisia lanata
C00004712 | Artemisia absinthium
C00004712 | Artemisia annua
C00004712 | Artemisia mongolica
C00004712 | Artemisia verlotiorum
C00004729 | Artemisia annua
C00004741 | Artemisia lanata
C00004765 | Artemisia monosperma
C00004829 | Artemisia ludoviciana
C00005157 | Artemisia scoparia
C00005372 | Artemisia capillaris
C00005373 | Artemisia annua
C00005373 | Artemisia spp.
C00005374 | Artemisia annua
C00005374 | Artemisia capillaris
C00005379 | Artemisia monosperma
C00005413 | Artemisia annua
C00005413 | Artemisia scoparia
C00005491 | Artemisia serotina
C00005491 | Artemisia transiliensis
C00005529 | Artemisia monosperma
C00005639 | Artemisia herba-alba
C00005639 | Artemisia monosperma
C00005645 | Artemisia dracunculus
C00005647 | Artemisia dracunculus
C00005647 | Artemisia herba-alba
C00005647 | Artemisia monosperma
C00005655 | Artemisia taurica
C00005666 | Artemisia absinthium
C00006381 | Artemisia consanguineum
C00006381 | Artemisia heterophyllum
C00006381 | Artemisia spp.
C00006382 | Artemisia judaica
C00006383 | Artemisia judaica
C00007195 | Artemisia absinthium
C00007195 | Artemisia arborescens
C00007234 | Artemisia vestita
C00007268 | Artemisia annua
C00007453 | Artemisia annua L.cultivar Jwarharti
C00007535 | Artemisia mongolica
C00007636 | Artemisia annua
C00008299 | Artemisia spp.
C00008304 | Artemisia xanthochroa
C00008391 | Artemisia campestris
C00008392 | Artemisia campestris
